pmid	omim_id	label	reviewer_label	status	rrf_score
18563784	OMIM:606574	no	yes	success	0.9
9605727	OMIM:606889	yes	yes	success	0.9
9883484	OMIM:607677	yes	yes	success	0.9
16609368	OMIM:610600	no	yes	success	0.9
18082569	OMIM:610698	no	yes	success	0.9
36342939	OMIM:613098	no	yes	success	0.9
12966197	OMIM:613571	no	yes	success	0.9
36571800	OMIM:613679	yes	yes	success	0.9
21120615	OMIM:613985	no	yes	success	0.9
8561125	OMIM:614514	yes	yes	success	0.9
36704038	OMIM:615465	no	yes	success	0.9
29381997	OMIM:618343	yes	yes	success	0.9
13821466	OMIM:133701	no	i dont know	success	0.921
9851081	OMIM:227500	no	i dont know	success	0.9396
4236866	OMIM:246450	no	i dont know	success	0.9342
19984037	OMIM:614820	yes	i dont know	success	0.9006
4559266	OMIM:615962	no	i dont know	success	0.9174
17933127	OMIM:603553	no	i dont know	success	0.9126
34735933	OMIM:156510	no	i dont know	success	0.9254
29197662	OMIM:251100	no	i dont know	success	0.9498
5431311	OMIM:210000	no	i dont know	success	0.9242
25704886	OMIM:616576	no	i dont know	success	0.9466
14457108	OMIM:111400	yes	i dont know	success	0.9432
6737725	OMIM:123320	no	i dont know	success	0.9246
19974152	OMIM:613869	no	i dont know	success	0.914
35122010	OMIM:616684	no	i dont know	success	0.9088
17749341	OMIM:274400	no	i dont know	success	0.9228
34107964	OMIM:610357	no	i dont know	success	0.9496
28591096	OMIM:135150	no	i dont know	success	0.943
7886208	OMIM:256800	no	i dont know	success	0.9376
32238373	OMIM:190351	no	i dont know	success	0.9402
27660233	OMIM:602450	no	i dont know	success	0.939
3035731	OMIM:142330	yes	i dont know	success	0.9458
5746837	OMIM:616843	no	i dont know	success	0.9106
601075	OMIM:272800	no	i dont know	success	0.9268
5670327	OMIM:618389	yes	i dont know	success	0.935
7568873	OMIM:606688	no	i dont know	success	0.927
10040919	OMIM:219150	no	i dont know	success	0.9152
13219757	OMIM:614165	no	i dont know	success	0.9042
5490415	OMIM:194200	no	i dont know	success	0.9044
33684448	OMIM:600995	no	i dont know	success	0.9014
5324384	OMIM:240800	no	i dont know	success	0.9486
32686289	OMIM:308240	no	i dont know	success	0.9182
9383533	OMIM:618463	no	i dont know	success	0.9282
14295489	OMIM:122100	no	i dont know	success	0.9468
35484398	OMIM:263520	no	i dont know	success	0.9474
9392153	OMIM:234580	no	i dont know	success	0.9066
31174653	OMIM:260920	no	i dont know	success	0.9154
5315467	OMIM:620726	no	i dont know	success	0.9008
9440931	OMIM:610717	no	i dont know	success	0.9322
2881158	OMIM:115430	no	i dont know	success	0.9148
735926	OMIM:613835	no	i dont know	success	0.9482
2265340	OMIM:603358	no	i dont know	success	0.9496
38185995	OMIM:242300	no	i dont know	success	0.9178
5944304	OMIM:219080	no	i dont know	success	0.927
4079210	OMIM:614891	no	i dont know	success	0.9412
9397623	OMIM:311200	no	i dont know	success	0.909
33853855	OMIM:108500	no	i dont know	success	0.932
7564243	OMIM:236792	yes	i dont know	success	0.9436
526577	OMIM:129600	no	i dont know	success	0.9006
10087758	OMIM:604537	no	i dont know	success	0.9434
11824793	OMIM:608189	no	i dont know	success	0.9316
13997471	OMIM:601678	no	i dont know	success	0.9266
652426	OMIM:616649	yes	i dont know	success	0.9382
11095420	OMIM:615999	no	i dont know	success	0.9324
33695871	OMIM:300555	no	i dont know	success	0.9296
8721058	OMIM:100800	no	i dont know	success	0.9374
5185266	OMIM:249900	no	i dont know	success	0.921
7626848	OMIM:608099	no	i dont know	success	0.9244
826832	OMIM:604320	no	i dont know	success	0.9376
732843	OMIM:149200	no	i dont know	success	0.9244
6033460	OMIM:193700	no	i dont know	success	0.9188
13039703	OMIM:620207	no	i dont know	success	0.9058
14087826	OMIM:227500	no	i dont know	success	0.9328
4439754	OMIM:256300	no	i dont know	success	0.9264
11462689	OMIM:610140	no	i dont know	success	0.9034
34584056	OMIM:303100	no	i dont know	success	0.9038
23222486	OMIM:616687	no	i dont know	success	0.9242
30838505	OMIM:272430	no	i dont know	success	0.9364
18868190	OMIM:133100	yes	i dont know	success	0.9018
18968081	OMIM:604091	no	i dont know	success	0.94
13912986	OMIM:175050	no	i dont know	success	0.9214
2337294	OMIM:130060	no	i dont know	success	0.9362
7946316	OMIM:607791	no	i dont know	success	0.9364
5100929	OMIM:251100	yes	i dont know	success	0.908
4052232	OMIM:147891	no	i dont know	success	0.9358
17297698	OMIM:219800	no	i dont know	success	0.9206
2963962	OMIM:607654	no	i dont know	success	0.92
1456481	OMIM:243700	no	i dont know	success	0.9488
4159174	OMIM:224410	no	i dont know	success	0.9372
1856874	OMIM:611553	no	i dont know	success	0.9244
7256058	OMIM:110100	yes	i dont know	success	0.9146
11111398	OMIM:606069	no	i dont know	success	0.9056
4551970	OMIM:300376	no	i dont know	success	0.9236
10319850	OMIM:605479	no	i dont know	success	0.9334
6878960	OMIM:182250	no	i dont know	success	0.9234
12614944	OMIM:300894	no	i dont know	success	0.9154
9800334	OMIM:614199	no	i dont know	success	0.9386
29788251	OMIM:603284	no	i dont know	success	0.9076
14005000	OMIM:107480	no	i dont know	success	0.9366
4116717	OMIM:274700	no	i dont know	success	0.9408
22763109	OMIM:167100	no	i dont know	success	0.9346
2199259	OMIM:229600	no	i dont know	success	0.921
28350593	OMIM:250100	no	i dont know	success	0.9246
3818002	OMIM:612016	no	i dont know	success	0.9494
2959869	OMIM:167250	no	i dont know	success	0.9092
20779733	OMIM:610951	no	i dont know	success	0.9276
13664729	OMIM:156400	no	i dont know	success	0.904
21171235	OMIM:130060	no	i dont know	success	0.9334
38099567	OMIM:619317	no	i dont know	success	0.9328
14175206	OMIM:617936	no	i dont know	success	0.9194
10907110	OMIM:304790	no	i dont know	success	0.946
19986891	OMIM:613862	no	i dont know	success	0.9254
24785273	OMIM:616843	no	i dont know	success	0.9102
33472035	OMIM:620880	no	i dont know	success	0.9164
7292793	OMIM:225250	no	i dont know	success	0.929
5465901	OMIM:600974	no	i dont know	success	0.931
25988021	OMIM:104290	no	i dont know	success	0.9336
910768	OMIM:252650	no	i dont know	success	0.9492
2885605	OMIM:145680	no	i dont know	success	0.9416
11534922	OMIM:144200	no	i dont know	success	0.935
25906480	OMIM:205100	no	i dont know	success	0.9082
12091145	OMIM:182410	no	i dont know	success	0.932
13434894	OMIM:620186	yes	i dont know	success	0.9494
24008258	OMIM:113100	no	i dont know	success	0.9368
33119690	OMIM:616603	no	i dont know	success	0.9394
6046767	OMIM:276902	no	i dont know	success	0.9116
13072908	OMIM:614856	no	i dont know	success	0.9368
8110677	OMIM:180200	no	i dont know	success	0.917
5028748	OMIM:613571	no	i dont know	success	0.9496
11403166	OMIM:607485	no	i dont know	success	0.9022
19483398	OMIM:620757	no	i dont know	success	0.9306
32145809	OMIM:175200	no	i dont know	success	0.929
6157999	OMIM:182250	no	i dont know	success	0.918
7376658	OMIM:300818	no	i dont know	success	0.9196
1303185	OMIM:614946	no	i dont know	success	0.9344
13958382	OMIM:219150	no	i dont know	success	0.9138
11322214	OMIM:176100	no	i dont know	success	0.9302
3426375	OMIM:620151	no	i dont know	success	0.9058
21537719	OMIM:604091	no	i dont know	success	0.9144
8114256	OMIM:604537	no	i dont know	success	0.9492
7542361	OMIM:308230	no	i dont know	success	0.9498
31850186	OMIM:601606	no	i dont know	success	0.9328
26290895	OMIM:254130	no	i dont know	success	0.9092
1783134	OMIM:162800	no	i dont know	success	0.9022
14564198	OMIM:308990	no	i dont know	success	0.9342
4227131	OMIM:226900	no	i dont know	success	0.9444
4688719	OMIM:129400	no	i dont know	success	0.9008
4122606	OMIM:609153	no	i dont know	success	0.9366
26169895	OMIM:148700	yes	i dont know	success	0.9364
7678122	OMIM:258450	no	i dont know	success	0.9248
2857895	OMIM:276700	no	i dont know	success	0.9484
5854792	OMIM:130000	no	i dont know	success	0.9372
9218542	OMIM:118700	no	i dont know	success	0.9444
6851678	OMIM:176200	no	i dont know	success	0.9372
8438896	OMIM:313900	no	i dont know	success	0.9174
4333076	OMIM:613673	no	i dont know	success	0.913
5331780	OMIM:609638	no	i dont know	success	0.9208
29988078	OMIM:616647	no	i dont know	success	0.9476
13105192	OMIM:614305	no	i dont know	success	0.9426
13349326	OMIM:230400	no	i dont know	success	0.9472
10742976	OMIM:227810	no	i dont know	success	0.9128
6268362	OMIM:229600	no	i dont know	success	0.9286
37735021	OMIM:619599	no	i dont know	success	0.9402
17862312	OMIM:277180	no	i dont know	success	0.9096
17504619	OMIM:600649	no	i dont know	success	0.9238
29469091	OMIM:251260	no	i dont know	success	0.9356
20751044	OMIM:112310	yes	i dont know	success	0.924
3270914	OMIM:605714	no	i dont know	success	0.9254
1714116	OMIM:615947	no	i dont know	success	0.946
7736050	OMIM:155310	no	i dont know	success	0.9276
10384748	OMIM:177170	no	i dont know	success	0.9486
15424921	OMIM:303100	yes	i dont know	success	0.937
9538322	OMIM:611553	no	i dont know	success	0.9438
18677287	OMIM:301052	no	i dont know	success	0.9174
17069690	OMIM:611771	no	i dont know	success	0.9432
4594860	OMIM:603903	no	i dont know	success	0.9276
13824461	OMIM:211530	no	i dont know	success	0.9268
26097176	OMIM:129600	no	i dont know	success	0.918
16959507	OMIM:611554	no	i dont know	success	0.9442
4100047	OMIM:166200	no	i dont know	success	0.9472
21669267	OMIM:267300	no	i dont know	success	0.9242
3066453	OMIM:157170	yes	i dont know	success	0.92
667578	OMIM:613345	no	i dont know	success	0.933
14469276	OMIM:242300	yes	i dont know	success	0.9186
22460668	OMIM:112500	no	i dont know	success	0.9398
18049084	OMIM:269700	yes	i dont know	success	0.948
4834078	OMIM:141749	no	i dont know	success	0.946
7392284	OMIM:302960	no	i dont know	success	0.906
13526927	OMIM:608328	no	i dont know	success	0.9236
691356	OMIM:277400	no	i dont know	success	0.9354
6765641	OMIM:610489	no	i dont know	success	0.9484
12068324	OMIM:203780	no	i dont know	success	0.9286
5488552	OMIM:193530	yes	i dont know	success	0.9166
591224	OMIM:277180	no	i dont know	success	0.9444
13834156	OMIM:610842	no	i dont know	success	0.9364
17012842	OMIM:155255	no	i dont know	success	0.9278
16118899	OMIM:231300	no	i dont know	success	0.9202
6308593	OMIM:612247	no	i dont know	success	0.9316
2020563	OMIM:306900	no	i dont know	success	0.9136
15426468	OMIM:310700	yes	i dont know	success	0.9158
6529052	OMIM:614305	no	i dont know	success	0.926
19980951	OMIM:242500	yes	i dont know	success	0.936
5493841	OMIM:300055	yes	i dont know	success	0.9448
13185258	OMIM:620278	no	i dont know	success	0.9402
31725842	OMIM:165550	no	i dont know	success	0.9026
28240647	OMIM:167400	no	i dont know	success	0.9034
962321	OMIM:186570	no	i dont know	success	0.9438
33036088	OMIM:156550	no	i dont know	success	0.909
24310106	OMIM:274270	no	i dont know	success	0.95
5553014	OMIM:309000	no	i dont know	success	0.93
3592779	OMIM:606690	yes	i dont know	success	0.9302
4672533	OMIM:619259	no	i dont know	success	0.9494
9257779	OMIM:304790	no	i dont know	success	0.903
17696087	OMIM:249900	no	i dont know	success	0.943
2356788	OMIM:309000	no	i dont know	success	0.9486
3611918	OMIM:268310	yes	i dont know	success	0.9244
2816979	OMIM:182410	no	i dont know	success	0.9304
25961096	OMIM:607941	no	i dont know	success	0.9038
5384617	OMIM:609820	no	i dont know	success	0.9294
400314	OMIM:204200	no	i dont know	success	0.9318
6694714	OMIM:610951	no	i dont know	success	0.9166
6385705	OMIM:607361	no	i dont know	success	0.9334
4715167	OMIM:607151	no	i dont know	success	0.9488
8447315	OMIM:300661	yes	i dont know	success	0.919
14594594	OMIM:615508	yes	i dont know	success	0.9474
6782939	OMIM:604292	no	i dont know	success	0.937
20693770	OMIM:263300	no	i dont know	success	0.95
4706988	OMIM:130060	no	i dont know	success	0.9418
11655545	OMIM:225750	no	i dont know	success	0.9452
13765478	OMIM:204200	no	i dont know	success	0.9206
5727046	OMIM:300018	no	i dont know	success	0.9424
16231980	OMIM:616852	no	i dont know	success	0.91
15335884	OMIM:108720	no	i dont know	success	0.9032
28339363	OMIM:167250	no	i dont know	success	0.9432
25517385	OMIM:617757	no	i dont know	success	0.9404
1148378	OMIM:103580	no	i dont know	success	0.9194
5082324	OMIM:206200	no	i dont know	success	0.9408
4668003	OMIM:250800	no	i dont know	success	0.9316
35732670	OMIM:248300	no	i dont know	success	0.9252
1170977	OMIM:601678	yes	i dont know	success	0.9442
14233280	OMIM:237900	no	i dont know	success	0.937
36702725	OMIM:613809	no	i dont know	success	0.9318
2049867	OMIM:253260	no	i dont know	success	0.9276
27870904	OMIM:617113	no	i dont know	success	0.9386
16520482	OMIM:615279	no	i dont know	success	0.9162
10840785	OMIM:605253	no	i dont know	success	0.9408
27412139	OMIM:104310	no	i dont know	success	0.9474
10428669	OMIM:308230	no	i dont know	success	0.9044
3951505	OMIM:613977	yes	i dont know	success	0.9138
28266305	OMIM:248250	no	i dont know	success	0.938
19743765	OMIM:620699	no	i dont know	success	0.9452
1648631	OMIM:300661	no	i dont know	success	0.9194
25052308	OMIM:156510	no	i dont know	success	0.9434
13662945	OMIM:125800	no	i dont know	success	0.9462
17178748	OMIM:603233	no	i dont know	success	0.9336
8322279	OMIM:217090	no	i dont know	success	0.9452
7324662	OMIM:620726	no	i dont know	success	0.9322
1819578	OMIM:241510	no	i dont know	success	0.946
13882805	OMIM:263400	no	i dont know	success	0.923
12602066	OMIM:600955	no	i dont know	success	0.9176
21068584	OMIM:181405	no	i dont know	success	0.9392
27544222	OMIM:175200	no	i dont know	success	0.934
19734771	OMIM:614891	no	i dont know	success	0.9288
37477497	OMIM:611884	no	i dont know	success	0.9392
4726922	OMIM:613673	yes	i dont know	success	0.9496
28693770	OMIM:260920	no	i dont know	success	0.9242
11879903	OMIM:259050	no	i dont know	success	0.9434
8735499	OMIM:123400	no	i dont know	success	0.9166
20662857	OMIM:610539	no	i dont know	success	0.9226
24573212	OMIM:240800	no	i dont know	success	0.9128
29348313	OMIM:156510	no	i dont know	success	0.941
36847193	OMIM:617970	no	i dont know	success	0.938
4546559	OMIM:300818	no	i dont know	success	0.9244
4843058	OMIM:246200	no	i dont know	success	0.9446
331043	OMIM:214150	no	i dont know	success	0.9232
27617146	OMIM:260500	no	i dont know	success	0.9192
26396127	OMIM:604317	yes	i dont know	success	0.9206
34402808	OMIM:216360	no	i dont know	success	0.913
25512035	OMIM:174800	no	i dont know	success	0.9354
2900376	OMIM:263200	no	i dont know	success	0.9138
8841280	OMIM:147950	no	i dont know	success	0.9434
32529299	OMIM:617106	no	i dont know	success	0.9312
8385042	OMIM:175100	no	i dont know	success	0.9424
17465067	OMIM:300844	no	i dont know	success	0.9256
4559966	OMIM:217400	no	i dont know	success	0.9432
26443269	OMIM:262300	no	i dont know	success	0.9374
21751536	OMIM:612838	no	i dont know	success	0.9212
14025412	OMIM:604317	no	i dont know	success	0.9406
1087252	OMIM:610842	no	i dont know	success	0.9348
16587984	OMIM:253800	no	i dont know	success	0.94
1886631	OMIM:618882	yes	i dont know	success	0.95
15434009	OMIM:266120	yes	i dont know	success	0.95
12537991	OMIM:248190	no	i dont know	success	0.9498
527360	OMIM:620312	no	i dont know	success	0.9496
818639	OMIM:607143	no	i dont know	success	0.9496
2571975	OMIM:619120	no	i dont know	success	0.9494
1853759	OMIM:615515	no	i dont know	success	0.9494
4006417	OMIM:248190	no	i dont know	success	0.9494
26116313	OMIM:168600	no	i dont know	success	0.9494
30261668	OMIM:230350	no	i dont know	success	0.9492
15033118	OMIM:260000	no	i dont know	success	0.9492
5745783	OMIM:619786	yes	i dont know	success	0.9492
8580723	OMIM:611615	no	i dont know	success	0.9492
39036616	OMIM:614594	no	i dont know	success	0.9492
14095478	OMIM:225100	no	i dont know	success	0.9492
26972371	OMIM:617524	no	i dont know	success	0.9492
4305387	OMIM:278740	yes	i dont know	success	0.949
21416932	OMIM:168600	no	i dont know	success	0.949
9017032	OMIM:128101	no	i dont know	success	0.949
5846752	OMIM:604173	no	i dont know	success	0.949
3262966	OMIM:614940	yes	i dont know	success	0.949
2573272	OMIM:261600	no	i dont know	success	0.949
4146868	OMIM:276600	no	i dont know	success	0.9488
17256795	OMIM:615155	no	i dont know	success	0.9488
5567968	OMIM:618019	yes	i dont know	success	0.9488
14272146	OMIM:237450	no	i dont know	success	0.9488
4257654	OMIM:617524	no	i dont know	success	0.9488
4228286	OMIM:617524	no	i dont know	success	0.9486
14815253	OMIM:609033	no	i dont know	success	0.9486
35178734	OMIM:617014	yes	i dont know	success	0.9484
1169673	OMIM:606003	no	i dont know	success	0.9484
2195216	OMIM:620312	no	i dont know	success	0.9482
4021610	OMIM:118600	no	i dont know	success	0.9482
20326097	OMIM:237450	no	i dont know	success	0.948
34899923	OMIM:276600	no	i dont know	success	0.948
9604800	OMIM:260000	no	i dont know	success	0.948
13816691	OMIM:615515	yes	i dont know	success	0.948
9437222	OMIM:615961	no	i dont know	success	0.948
4342862	OMIM:600881	no	i dont know	success	0.948
13818572	OMIM:619786	yes	i dont know	success	0.948
17563093	OMIM:614483	no	i dont know	success	0.9478
16761632	OMIM:219900	no	i dont know	success	0.9476
2556611	OMIM:276600	no	i dont know	success	0.9476
14339482	OMIM:248190	no	i dont know	success	0.9476
13927943	OMIM:614940	yes	i dont know	success	0.9474
4170678	OMIM:302905	no	i dont know	success	0.9474
14021641	OMIM:219750	no	i dont know	success	0.9474
3939780	OMIM:608971	no	i dont know	success	0.9472
6749164	OMIM:619814	no	i dont know	success	0.9472
13231580	OMIM:609033	no	i dont know	success	0.9472
32616899	OMIM:614254	no	i dont know	success	0.947
8696323	OMIM:104500	no	i dont know	success	0.9468
7481760	OMIM:613152	no	i dont know	success	0.9468
7864937	OMIM:613370	no	i dont know	success	0.9468
14399531	OMIM:300853	no	i dont know	success	0.9466
24457822	OMIM:615515	no	i dont know	success	0.9466
14224338	OMIM:612281	no	i dont know	success	0.9466
4141026	OMIM:261600	no	i dont know	success	0.9464
13778927	OMIM:604121	no	i dont know	success	0.9464
863679	OMIM:614932	no	i dont know	success	0.9462
2197806	OMIM:620312	no	i dont know	success	0.9462
7704026	OMIM:614284	no	i dont know	success	0.9462
11462674	OMIM:233420	no	i dont know	success	0.9462
8459555	OMIM:261750	no	i dont know	success	0.9462
3747190	OMIM:608540	no	i dont know	success	0.946
7157292	OMIM:300476	no	i dont know	success	0.946
8849995	OMIM:613451	no	i dont know	success	0.946
7834283	OMIM:612921	no	i dont know	success	0.946
5590637	OMIM:248190	no	i dont know	success	0.946
14571837	OMIM:603563	no	i dont know	success	0.946
1077005	OMIM:104500	no	i dont know	success	0.9458
5072691	OMIM:616914	no	i dont know	success	0.9456
5461675	OMIM:610628	no	i dont know	success	0.9456
5081162	OMIM:604232	no	i dont know	success	0.9454
27154772	OMIM:259730	no	i dont know	success	0.9454
6142782	OMIM:614916	no	i dont know	success	0.9454
11426406	OMIM:611615	no	i dont know	success	0.9454
5257900	OMIM:205950	no	i dont know	success	0.9452
37253945	OMIM:619239	no	i dont know	success	0.945
5799498	OMIM:620312	yes	i dont know	success	0.945
8796094	OMIM:243150	no	i dont know	success	0.945
1498444	OMIM:602459	no	i dont know	success	0.945
39141855	OMIM:614809	no	i dont know	success	0.9448
713207	OMIM:260000	yes	i dont know	success	0.9448
4693460	OMIM:609165	no	i dont know	success	0.9448
5466430	OMIM:601110	no	i dont know	success	0.9446
3576821	OMIM:600881	no	i dont know	success	0.9444
13832175	OMIM:248190	no	i dont know	success	0.9444
995075	OMIM:276600	no	i dont know	success	0.9444
3858351	OMIM:104500	no	i dont know	success	0.9444
34859314	OMIM:614916	yes	i dont know	success	0.9442
16219871	OMIM:616914	no	i dont know	success	0.9442
8275566	OMIM:613451	yes	i dont know	success	0.9442
13774245	OMIM:600204	no	i dont know	success	0.9442
8043958	OMIM:605355	no	i dont know	success	0.9442
39357876	OMIM:128101	no	i dont know	success	0.944
1363874	OMIM:620312	no	i dont know	success	0.944
20820109	OMIM:300758	no	i dont know	success	0.944
7032007	OMIM:614039	no	i dont know	success	0.944
18871409	OMIM:612281	no	i dont know	success	0.9438
9326923	OMIM:609254	no	i dont know	success	0.9436
25009745	OMIM:616592	yes	i dont know	success	0.9436
4892183	OMIM:248190	no	i dont know	success	0.9436
1770780	OMIM:261750	no	i dont know	success	0.9436
11218643	OMIM:129500	no	i dont know	success	0.9434
181965	OMIM:304700	yes	i dont know	success	0.9432
1240454	OMIM:237450	no	i dont know	success	0.9432
6606443	OMIM:617237	no	i dont know	success	0.943
20513139	OMIM:606943	no	i dont know	success	0.943
31612906	OMIM:620607	no	i dont know	success	0.943
33432185	OMIM:615075	no	i dont know	success	0.9426
4849081	OMIM:237450	no	i dont know	success	0.9424
11885543	OMIM:611615	no	i dont know	success	0.9422
36107454	OMIM:620312	no	i dont know	success	0.942
6228274	OMIM:617237	no	i dont know	success	0.942
5052861	OMIM:609165	no	i dont know	success	0.9418
13883246	OMIM:274900	no	i dont know	success	0.9418
877351	OMIM:205950	no	i dont know	success	0.9416
28873343	OMIM:243310	no	i dont know	success	0.9416
1922244	OMIM:615515	no	i dont know	success	0.9416
33865885	OMIM:260000	no	i dont know	success	0.9414
930993	OMIM:219750	yes	i dont know	success	0.9414
11946953	OMIM:276600	no	i dont know	success	0.9412
12010370	OMIM:617235	no	i dont know	success	0.9412
18280682	OMIM:602541	no	i dont know	success	0.941
4130068	OMIM:104500	no	i dont know	success	0.941
4113397	OMIM:248190	no	i dont know	success	0.941
8165222	OMIM:613370	yes	i dont know	success	0.9408
4523902	OMIM:614940	no	i dont know	success	0.9406
20529617	OMIM:616914	no	i dont know	success	0.9406
91766	OMIM:274900	no	i dont know	success	0.9404
720085	OMIM:248190	no	i dont know	success	0.9404
5258114	OMIM:205950	no	i dont know	success	0.9402
3528877	OMIM:248190	no	i dont know	success	0.9402
14834660	OMIM:609033	no	i dont know	success	0.9402
14309817	OMIM:300758	no	i dont know	success	0.9402
12859415	OMIM:601110	no	i dont know	success	0.9402
4253719	OMIM:604173	no	i dont know	success	0.94
2326311	OMIM:266510	no	i dont know	success	0.94
8938706	OMIM:611615	no	i dont know	success	0.94
6057773	OMIM:237450	yes	i dont know	success	0.9398
14075423	OMIM:104500	no	i dont know	success	0.9388
1498435	OMIM:602459	no	i dont know	success	0.9388
28799313	OMIM:612285	yes	i dont know	success	0.9388
34023006	OMIM:276600	no	i dont know	success	0.9384
8268686	OMIM:602459	no	i dont know	success	0.9382
38348168	OMIM:610250	no	i dont know	success	0.938
10545931	OMIM:609254	no	i dont know	success	0.9378
30130152	OMIM:608971	no	i dont know	success	0.9376
12365364	OMIM:614563	no	i dont know	success	0.9372
35841713	OMIM:182601	yes	i dont know	success	0.9372
9829285	OMIM:611615	no	i dont know	success	0.937
11260208	OMIM:614813	no	i dont know	success	0.9364
21725888	OMIM:612577	no	i dont know	success	0.9364
7914281	OMIM:276600	no	i dont know	success	0.9364
23809492	OMIM:610220	no	i dont know	success	0.936
23154626	OMIM:610968	no	i dont know	success	0.9352
7568881	OMIM:604121	no	i dont know	success	0.9346
6660788	OMIM:604173	no	i dont know	success	0.9338
37434517	OMIM:613451	no	i dont know	success	0.9324
1358783	OMIM:261600	no	i dont know	success	0.9322
25737399	OMIM:616592	yes	i dont know	success	0.9318
7438490	OMIM:617073	no	i dont know	success	0.9318
9676434	OMIM:276904	no	i dont know	success	0.931
93491	OMIM:609508	no	i dont know	success	0.9302
